From,To,Distance,MSA support,Normalized MSA support,High MSA support,Found-optimal edge
130,135,15.000000,149.000000,0.993333,false,true
131,127,35.000000,0.000000,0.000000,false,false
132,111,17.000000,2.000000,0.013333,false,false
133,134,10.000000,150.000000,1.000000,true,true
134,131,22.000000,0.000000,0.000000,false,true
135,138,12.000000,150.000000,1.000000,true,true
136,128,19.000000,0.000000,0.000000,false,true
137,136,10.000000,133.000000,0.886667,false,true
138,139,14.000000,150.000000,1.000000,true,true
139,140,9.000000,150.000000,1.000000,true,true
140,141,25.000000,2.000000,0.013333,false,true
141,6,22.000000,150.000000,1.000000,true,true
142,14,51.000000,0.000000,0.000000,false,true
143,142,25.000000,150.000000,1.000000,true,true
144,143,11.000000,149.000000,0.993333,false,true
145,144,25.000000,22.000000,0.146667,false,true
146,145,17.000000,150.000000,1.000000,true,true
147,137,22.000000,132.000000,0.880000,false,true
148,147,27.000000,0.000000,0.000000,false,true
149,148,27.000000,125.000000,0.833333,false,true
150,149,31.000000,124.000000,0.826667,false,true
