From,To,Distance,MSA support,Normalized MSA support,High MSA support,Found-optimal edge
86,83,0.000000,0.000000,0.000000,false,true
87,84,0.000000,0.000000,0.000000,false,true
88,85,0.000000,0.000000,0.000000,false,true
89,86,0.000000,0.000000,0.000000,false,true
90,87,0.000000,0.000000,0.000000,false,true
91,88,0.000000,0.000000,0.000000,false,true
92,89,0.000000,0.000000,0.000000,false,true
93,90,0.000000,0.000000,0.000000,false,true
94,91,0.000000,0.000000,0.000000,false,true
95,92,0.000000,0.000000,0.000000,false,true
96,93,0.000000,0.000000,0.000000,false,true
97,94,0.000000,0.000000,0.000000,false,true
98,95,0.000000,0.000000,0.000000,false,true
99,96,0.000000,0.000000,0.000000,false,true
100,97,0.000000,0.000000,0.000000,false,true
101,98,0.000000,0.000000,0.000000,false,true
102,99,0.000000,0.000000,0.000000,false,true
103,100,0.000000,0.000000,0.000000,false,true
104,101,0.000000,0.000000,0.000000,false,true
105,102,0.000000,0.000000,0.000000,false,true
106,103,0.000000,0.000000,0.000000,false,true
107,104,0.000000,0.000000,0.000000,false,true
108,105,0.000000,0.000000,0.000000,false,true
109,106,0.000000,0.000000,0.000000,false,true
110,107,0.000000,0.000000,0.000000,false,true
111,108,0.000000,0.000000,0.000000,false,true
112,109,0.000000,0.000000,0.000000,false,true
113,110,0.000000,0.000000,0.000000,false,true
114,111,0.000000,0.000000,0.000000,false,true
115,112,0.000000,0.000000,0.000000,false,true
116,113,0.000000,0.000000,0.000000,false,true
117,114,0.000000,0.000000,0.000000,false,true
118,115,0.000000,0.000000,0.000000,false,true
119,116,0.000000,0.000000,0.000000,false,true
120,117,0.000000,0.000000,0.000000,false,true
121,118,0.000000,0.000000,0.000000,false,true
122,119,0.000000,0.000000,0.000000,false,true
123,120,0.000000,0.000000,0.000000,false,true
124,121,0.000000,0.000000,0.000000,false,true
125,122,0.000000,0.000000,0.000000,false,true
126,123,0.000000,0.000000,0.000000,false,true
127,124,0.000000,0.000000,0.000000,false,true
128,125,0.000000,0.000000,0.000000,false,true
129,126,0.000000,0.000000,0.000000,false,true
130,127,0.000000,0.000000,0.000000,false,true
131,128,0.000000,0.000000,0.000000,false,true
132,129,0.000000,0.000000,0.000000,false,true
133,130,0.000000,0.000000,0.000000,false,true
134,131,0.000000,0.000000,0.000000,false,true
135,132,0.000000,0.000000,0.000000,false,true
136,133,0.000000,0.000000,0.000000,false,true
137,134,0.000000,0.000000,0.000000,false,true
138,135,0.000000,0.000000,0.000000,false,true
139,136,0.000000,0.000000,0.000000,false,true
140,137,0.000000,0.000000,0.000000,false,true
141,138,0.000000,0.000000,0.000000,false,true
142,139,0.000000,0.000000,0.000000,false,true
143,140,0.000000,0.000000,0.000000,false,true
144,141,0.000000,0.000000,0.000000,false,true
145,142,0.000000,0.000000,0.000000,false,true
146,143,0.000000,0.000000,0.000000,false,true
147,144,0.000000,0.000000,0.000000,false,true
148,145,0.000000,0.000000,0.000000,false,true
149,146,0.000000,0.000000,0.000000,false,true
150,147,0.000000,0.000000,0.000000,false,true
151,148,0.000000,0.000000,0.000000,false,true
152,149,0.000000,0.000000,0.000000,false,true
153,150,0.000000,0.000000,0.000000,false,true
154,151,0.000000,0.000000,0.000000,false,true
155,152,0.000000,0.000000,0.000000,false,true
156,153,0.000000,0.000000,0.000000,false,true
157,154,0.000000,0.000000,0.000000,false,true
158,155,0.000000,0.000000,0.000000,false,true
159,156,0.000000,0.000000,0.000000,false,true
160,157,0.000000,0.000000,0.000000,false,true
161,158,0.000000,0.000000,0.000000,false,true
162,159,0.000000,0.000000,0.000000,false,true
163,160,0.000000,0.000000,0.000000,false,true
164,161,0.000000,0.000000,0.000000,false,true
165,162,0.000000,0.000000,0.000000,false,true
166,163,0.000000,0.000000,0.000000,false,true
167,164,0.000000,0.000000,0.000000,false,true
168,165,0.000000,0.000000,0.000000,false,true
169,166,0.000000,0.000000,0.000000,false,true
170,167,0.000000,0.000000,0.000000,false,true
171,168,0.000000,0.000000,0.000000,false,true
172,169,0.000000,0.000000,0.000000,false,true
173,170,0.000000,0.000000,0.000000,false,true
174,171,0.000000,0.000000,0.000000,false,true
175,172,0.000000,0.000000,0.000000,false,true
176,173,0.000000,0.000000,0.000000,false,true
177,174,0.000000,0.000000,0.000000,false,true
178,175,0.000000,0.000000,0.000000,false,true
179,176,0.000000,0.000000,0.000000,false,true
180,177,0.000000,0.000000,0.000000,false,true
181,178,0.000000,0.000000,0.000000,false,true
182,179,0.000000,0.000000,0.000000,false,true
183,180,0.000000,0.000000,0.000000,false,true
184,181,0.000000,0.000000,0.000000,false,true
185,182,0.000000,0.000000,0.000000,false,true
186,183,0.000000,0.000000,0.000000,false,true
187,184,4.000000,0.000000,0.000000,false,true
188,194,0.000000,0.000000,0.000000,false,true
189,185,0.000000,0.000000,0.000000,false,true
190,186,0.000000,0.000000,0.000000,false,true
191,189,0.000000,0.000000,0.000000,false,true
192,190,0.000000,0.000000,0.000000,false,true
193,191,0.000000,0.000000,0.000000,false,true
194,196,5.000000,0.000000,0.000000,false,true
195,192,2.000000,0.000000,0.000000,false,true
196,193,1280.000000,0.000000,0.000000,false,false
197,3,0.000000,1.000000,0.005076,false,true
