Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.50,0.30,13,330,10,131.44,290,0.00,0.08,0.18,2.00,27
1.00,5.00,0.80,0.05,0.25,0.80,35,122,1,45.28,115,0.00,0.10,0.23,2.00,23
1.00,5.00,0.80,0.05,0.25,0.30,13,330,5,103.42,285,0.00,0.10,0.28,2.00,26
1.00,5.00,0.80,0.05,0.25,1.00,43,100,0,39.54,79,0.02,0.10,0.25,0.00,24
1.00,5.00,0.80,0.05,0.25,0.70,31,138,0,44.48,126,0.02,0.11,0.23,0.00,24
1.00,5.00,0.80,0.05,0.25,0.50,22,195,4,75.84,184,0.02,0.11,0.23,0.00,25
1.00,5.00,0.80,0.05,0.25,0.60,26,165,1,64.72,150,0.00,0.11,0.25,2.00,24
1.00,5.00,0.80,0.05,0.25,0.90,39,110,6,37.92,82,0.02,0.11,0.21,0.00,24
1.00,5.00,0.80,0.05,0.25,0.40,18,238,2,95.16,216,0.02,0.11,0.28,0.00,26
1.00,5.00,0.80,0.05,0.25,0.10,5,860,12,290.46,780,0.02,0.11,0.25,0.00,34
1.00,5.00,0.80,0.05,0.25,0.20,9,477,4,143.12,426,0.02,0.12,0.25,0.00,29
1.00,5.00,0.80,0.05,0.00,0.20,9,477,18,247.96,470,0.05,0.28,0.52,0.00,28
1.00,5.00,0.80,0.05,0.00,1.00,43,100,3,53.58,99,0.20,0.31,0.59,0.00,23
1.00,5.00,0.80,0.05,0.00,0.30,13,330,22,184.76,325,0.20,0.31,0.52,0.00,26
1.00,5.00,0.80,0.05,0.00,0.70,31,138,6,74.52,137,0.11,0.32,0.59,0.00,24
1.00,5.00,0.80,0.05,0.00,0.80,35,122,11,71.62,120,0.16,0.32,0.55,0.00,24
1.00,5.00,0.80,0.05,0.00,0.40,18,238,9,123.00,236,0.16,0.33,0.59,0.00,25
1.00,5.00,0.80,0.05,0.00,0.10,5,860,31,379.02,787,0.20,0.33,0.59,0.00,34
1.00,5.00,0.80,0.05,0.00,0.60,26,165,8,81.80,156,0.05,0.33,0.59,0.00,24
1.00,5.00,0.80,0.05,0.00,0.50,22,195,8,107.00,193,0.20,0.35,0.59,0.00,25
1.00,5.00,0.80,0.05,0.00,0.90,39,110,7,61.26,107,0.20,0.35,0.59,0.00,23
