From,To,Distance,CMSA,Normalized CMSA,High CMSA,Found-optimal edge
140,164,47.000000,0.000000,0.000000,false,false
141,174,40.000000,0.000000,0.000000,false,false
142,137,40.000000,0.000000,0.000000,false,false
143,79,14.000000,0.000000,0.000000,false,false
144,65,14.000000,0.000000,0.000000,false,false
145,139,72.000000,0.000000,0.000000,false,false
146,140,44.000000,175.000000,1.000000,true,false
147,96,14.000000,0.000000,0.000000,false,false
148,171,89.000000,0.000000,0.000000,false,false
149,150,14.000000,0.000000,0.000000,false,false
150,159,14.000000,0.000000,0.000000,false,false
151,156,79.000000,0.000000,0.000000,false,false
152,59,14.000000,0.000000,0.000000,false,false
153,113,14.000000,0.000000,0.000000,false,false
154,77,14.000000,0.000000,0.000000,false,false
155,143,14.000000,0.000000,0.000000,false,false
156,170,83.000000,0.000000,0.000000,false,false
157,138,40.000000,0.000000,0.000000,false,false
158,60,14.000000,0.000000,0.000000,false,false
159,144,14.000000,0.000000,0.000000,false,false
160,76,14.000000,0.000000,0.000000,false,false
161,157,40.000000,0.000000,0.000000,false,false
162,165,40.000000,0.000000,0.000000,false,false
163,132,98.000000,0.000000,0.000000,false,false
164,136,48.000000,0.000000,0.000000,false,false
165,134,40.000000,0.000000,0.000000,false,false
166,173,18.000000,0.000000,0.000000,false,false
167,158,14.000000,0.000000,0.000000,false,false
168,62,14.000000,0.000000,0.000000,false,false
169,63,14.000000,0.000000,0.000000,false,false
170,151,86.000000,0.000000,0.000000,false,false
171,145,95.000000,0.000000,0.000000,false,false
172,133,50.000000,0.000000,0.000000,false,false
173,64,18.000000,0.000000,0.000000,false,false
174,146,40.000000,0.000000,0.000000,false,false
175,17,15.000000,0.000000,0.000000,false,false
