Tour,Commonality with CMSA,Min commonality with MSA,Avg commonality with MSA,Max commonality with MSA
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,59,23,30,53,31,62,52,51,24,25,63,29,55,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",75.38,49.23,53.35,58.46
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,23,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,50,54,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,49.23,52.43,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,50,54,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",75.38,49.23,52.38,56.92
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,23,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,47.69,52.05,56.92
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",75.38,47.69,52.00,56.92
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,59,23,30,53,31,62,52,51,24,25,63,29,55,33,64,38,2,4,39,5,6,57,58,34,56,32,28,50,54,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,47.69,51.86,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,59,23,30,53,31,62,52,51,24,25,63,29,55,33,56,64,38,2,4,39,5,6,57,58,34,32,28,50,54,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",75.38,47.69,51.81,56.92
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,59,23,30,53,31,62,52,51,24,25,63,29,55,33,64,38,2,4,39,5,6,57,58,34,56,32,54,50,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,47.69,51.48,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,59,23,30,53,31,62,52,51,24,25,63,29,55,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",75.38,47.69,51.43,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,23,49,22,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,50,54,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,47.69,51.01,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,50,54,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",75.38,47.69,50.96,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,23,49,22,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,46.15,50.63,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",75.38,46.15,50.58,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,23,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,28,50,54,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,46.15,50.51,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,23,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,46.15,50.13,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,50,54,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,46.15,49.61,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,23,22,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,50,54,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,46.15,49.61,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,23,22,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,54,28,50,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,44.62,49.23,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,54,28,50,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,44.62,49.23,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,23,49,22,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,28,50,54,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,44.62,49.09,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,23,49,22,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,44.62,48.71,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,22,23,49,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,50,54,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,44.62,48.19,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,23,49,22,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,50,54,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,44.62,48.19,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,23,49,22,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,54,28,50,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,43.08,47.81,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,22,23,49,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,54,28,50,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",75.38,43.08,47.81,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,50,54,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,50.77,53.68,56.92
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,49.23,53.30,58.46
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,59,23,30,53,31,62,52,51,24,25,63,29,55,33,64,38,2,4,39,5,6,57,58,34,56,32,28,50,54,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,49.23,53.11,56.92
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,59,23,30,53,31,62,52,51,24,25,63,29,55,33,64,38,2,4,39,5,6,57,58,34,56,32,54,50,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,49.23,52.73,56.92
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,50,54,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,49.23,52.26,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,47.69,51.88,56.92
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,23,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,28,50,54,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,47.69,51.81,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,28,50,54,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,47.69,51.76,56.92
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,23,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,54,50,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,47.69,51.43,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,47.69,51.38,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,50,54,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,47.69,50.91,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,50,54,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,47.69,50.86,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,46.15,50.53,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,46.15,50.49,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,23,22,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,46.15,50.49,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,23,49,22,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,28,50,54,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,46.15,50.39,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,28,50,54,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,46.15,50.34,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,23,49,22,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,54,50,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,46.15,50.01,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,46.15,49.96,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,23,49,22,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,50,54,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,46.15,49.49,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,22,23,49,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,50,54,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,46.15,49.49,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,50,54,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,46.15,49.44,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,22,23,49,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,50,54,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,46.15,49.44,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,23,49,22,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,44.62,49.11,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,22,23,49,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,44.62,49.11,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,22,23,49,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,44.62,49.07,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",73.85,44.62,49.07,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,23,22,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,28,50,54,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,44.62,48.99,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,28,50,54,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,44.62,48.99,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,44.62,48.62,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,23,22,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,44.62,48.62,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,23,22,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,50,54,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,44.62,48.09,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,23,49,22,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,28,50,54,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,43.08,47.57,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,22,23,49,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,28,50,54,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,43.08,47.57,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,22,23,49,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,43.08,47.20,50.77
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,23,49,22,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,43.08,47.20,50.77
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,22,23,49,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,50,54,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,43.08,46.67,50.77
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,22,23,49,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,54,28,50,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",73.85,41.54,46.30,50.77
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,28,50,54,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,49.23,53.07,56.92
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,54,50,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,49.23,52.69,56.92
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,23,22,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,50,54,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,49.23,52.17,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,50,54,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,49.23,52.17,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,23,22,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,47.69,51.79,56.92
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,47.69,51.79,56.92
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,28,50,54,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,47.69,51.64,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,54,50,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,47.69,51.27,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,22,23,49,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,50,54,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,47.69,50.75,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,50,54,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,47.69,50.75,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,46.15,50.37,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,22,23,49,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,46.15,50.37,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,28,50,54,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",72.31,46.15,50.30,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,28,50,54,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,46.15,50.25,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,54,50,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",72.31,46.15,49.92,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,23,22,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,46.15,49.87,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,46.15,49.87,53.85
