Tour,Commonality with CMSA,Min commonality with MSA,Avg commonality with MSA,Max commonality with MSA
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,35,34,41,42,44,45,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,94,96,97,99,100,98,95,92,93,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",74.26,43.56,50.95,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,44,45,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,96,97,99,100,98,95,94,92,93,91,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",74.26,43.56,50.28,55.45
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,96,97,99,100,98,95,94,92,93,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",74.26,42.57,50.09,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,94,96,97,99,100,98,95,93,92,91,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",73.27,46.53,52.80,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,93,92,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",73.27,45.54,52.58,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,94,96,97,99,100,98,95,93,92,91,87,70,69,85,86,83,84,71,60,50,49,73,77,78,72,82,79,80,81]",73.27,45.54,52.58,58.42
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,93,92,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",73.27,45.54,52.44,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,44,45,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",73.27,44.55,52.23,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,96,97,99,100,98,95,94,93,92,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",73.27,44.55,52.17,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,44,45,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",73.27,45.54,51.94,55.45
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,44,45,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,78,72,82,79,80,81]",73.27,44.55,51.87,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,35,34,41,42,44,45,46,47,48,51,52,53,43,55,54,58,59,60,68,67,63,64,56,57,62,61,66,65,88,89,90,94,96,97,99,100,98,95,93,92,91,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",73.27,45.54,51.82,55.45
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,94,96,97,99,100,98,95,93,92,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",73.27,44.55,51.78,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",73.27,44.55,51.75,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",73.27,44.55,51.60,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,94,96,97,99,100,98,95,92,93,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",73.27,43.56,50.95,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,44,45,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",73.27,43.56,50.92,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,96,97,99,100,98,95,94,93,92,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",73.27,43.56,50.86,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,94,96,97,99,100,98,95,92,93,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",73.27,43.56,50.80,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,96,97,99,100,98,95,94,92,93,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",73.27,42.57,50.43,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,96,97,99,100,98,95,94,92,93,91,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",73.27,43.56,50.13,55.45
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,96,97,99,100,98,95,94,92,93,91,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",73.27,43.56,49.99,55.45
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,63,64,56,57,62,61,66,65,88,89,90,96,97,99,100,98,95,94,92,93,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",73.27,41.58,49.11,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,96,97,99,100,98,95,94,92,93,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",73.27,41.58,49.11,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,44,45,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,93,92,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",72.28,46.53,53.10,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,93,92,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,45.54,52.92,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,50,49,73,77,78,72,82,79,80,81]",72.28,46.53,52.74,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,93,92,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",72.28,46.53,52.62,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,44.55,52.08,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,44.55,51.94,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,94,96,97,99,100,98,95,93,92,91,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",72.28,45.54,51.82,55.45
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",72.28,45.54,51.79,55.45
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",72.28,45.54,51.64,55.45
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,63,64,56,57,62,61,66,65,88,89,90,91,94,96,97,99,100,98,95,93,92,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,44.55,51.60,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,93,92,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,44.55,51.60,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,94,96,97,99,100,98,95,92,93,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,43.56,51.28,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,96,97,99,100,98,95,94,93,92,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,43.56,51.19,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,63,64,56,57,62,61,66,65,88,89,90,96,97,99,100,98,95,94,93,92,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,43.56,51.04,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,94,96,97,99,100,98,95,92,93,91,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",72.28,44.55,50.99,55.45
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,44,45,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",72.28,44.55,50.96,54.46
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,96,97,99,100,98,95,94,93,92,91,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",72.28,44.55,50.90,54.46
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,63,64,56,57,62,61,66,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,43.56,50.77,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,43.56,50.77,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,43.56,50.62,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,63,64,56,57,62,61,66,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,43.56,50.62,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,44,45,46,47,48,51,52,53,43,55,54,58,59,60,68,67,63,64,56,57,62,61,66,65,88,89,90,94,96,97,99,100,98,95,92,93,91,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",72.28,43.56,50.15,54.46
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,91,96,97,99,100,98,95,94,92,93,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",72.28,43.56,50.01,54.46
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,63,64,56,57,62,61,66,65,88,89,90,94,96,97,99,100,98,95,92,93,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,42.57,49.97,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,94,96,97,99,100,98,95,92,93,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,42.57,49.97,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,44,45,46,47,48,51,52,53,43,55,54,58,59,68,67,63,64,56,57,62,61,66,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,42.57,49.94,55.45
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,96,97,99,100,98,95,94,92,93,91,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",72.28,42.57,49.15,54.46
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,44,45,46,47,48,51,52,53,43,55,54,58,59,68,67,63,64,56,57,62,61,66,65,88,89,90,94,96,97,99,100,98,95,92,93,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",72.28,41.58,49.13,55.45
