From,To,Distance,MSA support,Normalized MSA support,High MSA support,Found-optimal edge
115,172,15.000000,0.000000,0.000000,false,false
116,173,15.000000,0.000000,0.000000,false,false
117,174,15.000000,0.000000,0.000000,false,false
118,176,15.000000,0.000000,0.000000,false,false
119,177,15.000000,0.000000,0.000000,false,false
120,43,164.000000,0.000000,0.000000,false,false
121,180,15.000000,0.000000,0.000000,false,false
122,181,15.000000,0.000000,0.000000,false,false
123,182,15.000000,0.000000,0.000000,false,false
124,184,15.000000,0.000000,0.000000,false,false
125,185,15.000000,0.000000,0.000000,false,false
126,29,18.000000,0.000000,0.000000,false,false
127,45,15.000000,0.000000,0.000000,false,false
128,75,15.000000,0.000000,0.000000,false,false
129,61,181.000000,0.000000,0.000000,false,false
130,171,15.000000,0.000000,0.000000,false,false
131,179,181.000000,0.000000,0.000000,false,false
132,187,39.000000,0.000000,0.000000,false,false
133,108,17.000000,0.000000,0.000000,false,false
134,101,15.000000,0.000000,0.000000,false,false
135,84,15.000000,0.000000,0.000000,false,false
136,121,15.000000,0.000000,0.000000,false,false
137,70,15.000000,0.000000,0.000000,false,false
138,90,15.000000,0.000000,0.000000,false,false
139,151,55.000000,0.000000,0.000000,false,false
140,68,15.000000,0.000000,0.000000,false,false
141,74,15.000000,0.000000,0.000000,false,false
142,85,15.000000,0.000000,0.000000,false,false
143,87,15.000000,0.000000,0.000000,false,false
144,154,74.000000,0.000000,0.000000,false,false
145,149,20.000000,0.000000,0.000000,false,false
146,117,15.000000,0.000000,0.000000,false,false
147,96,15.000000,0.000000,0.000000,false,false
148,67,15.000000,0.000000,0.000000,false,false
149,150,20.000000,0.000000,0.000000,false,false
150,153,22.000000,0.000000,0.000000,false,false
151,144,60.000000,0.000000,0.000000,false,false
152,36,15.000000,0.000000,0.000000,false,false
153,145,20.000000,0.000000,0.000000,false,false
154,139,65.000000,0.000000,0.000000,false,false
155,50,15.000000,0.000000,0.000000,false,false
156,47,15.000000,0.000000,0.000000,false,false
157,100,15.000000,0.000000,0.000000,false,false
158,37,15.000000,0.000000,0.000000,false,false
159,40,15.000000,0.000000,0.000000,false,false
160,99,15.000000,0.000000,0.000000,false,false
161,71,15.000000,0.000000,0.000000,false,false
162,175,109.000000,0.000000,0.000000,false,false
163,169,15.000000,0.000000,0.000000,false,false
164,31,191.000000,0.000000,0.000000,false,false
165,69,15.000000,0.000000,0.000000,false,false
166,89,15.000000,0.000000,0.000000,false,false
167,146,15.000000,0.000000,0.000000,false,false
168,51,15.000000,0.000000,0.000000,false,false
169,168,15.000000,0.000000,0.000000,false,false
170,41,18.000000,0.000000,0.000000,false,false
171,55,15.000000,0.000000,0.000000,false,false
172,54,15.000000,0.000000,0.000000,false,false
173,170,15.000000,0.000000,0.000000,false,false
174,65,15.000000,0.000000,0.000000,false,false
175,162,106.000000,0.000000,0.000000,false,false
176,57,15.000000,0.000000,0.000000,false,false
177,58,15.000000,0.000000,0.000000,false,false
178,38,15.000000,0.000000,0.000000,false,false
179,164,189.000000,0.000000,0.000000,false,false
180,39,15.000000,0.000000,0.000000,false,false
181,178,15.000000,0.000000,0.000000,false,false
182,52,15.000000,0.000000,0.000000,false,false
183,111,99.000000,0.000000,0.000000,false,false
184,66,15.000000,0.000000,0.000000,false,false
185,102,15.000000,0.000000,0.000000,false,false
186,114,17.000000,0.000000,0.000000,false,false
187,132,39.000000,0.000000,0.000000,false,false
