Tour,Commonality with CMSA,Min commonality with MSA,Avg commonality with MSA,Max commonality with MSA
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,45,53,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,45.07,49.47,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,45,53,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",74.65,45.07,49.47,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,45,53,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,45.07,49.41,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,45,53,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",74.65,45.07,49.41,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,44,45,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,43.66,49.16,54.93
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,44,45,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",74.65,43.66,49.16,54.93
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,44,45,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,43.66,49.10,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,44,45,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",74.65,43.66,49.10,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,44,45,53,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,45.07,49.04,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,43.66,48.72,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,38,36,37,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,43.66,48.66,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,45,53,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,43.66,48.20,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,45,53,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,43.66,48.15,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,44,45,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,42.25,47.89,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,44,45,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,42.25,47.83,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,44,45,53,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,43.66,47.73,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,44,45,53,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,43.66,47.67,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,42.25,47.41,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,42.25,47.35,50.70
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,45,53,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,42.25,46.90,50.70
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,45,53,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,42.25,46.84,50.70
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,44,45,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,40.85,46.58,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,44,45,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",74.65,40.85,46.52,50.70
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,45,53,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,47.89,51.95,54.93
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,34,35,69,41,38,36,37,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,45,53,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,47.89,51.89,54.93
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,44,45,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,46.48,51.64,56.34
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,45,53,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,46.48,50.64,54.93
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,45,53,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,46.48,50.59,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,44,45,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,45.07,50.33,56.34
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,44,45,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,45.07,50.27,54.93
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,44,45,53,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,46.48,50.21,54.93
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,44,45,53,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,46.48,50.21,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,45,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,45.07,49.89,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,45.07,49.89,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,34,35,69,41,38,36,37,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,45.07,49.83,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,45,53,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,45.07,49.38,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,45,53,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,45.07,49.38,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,45,53,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,45.07,49.32,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,44,45,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,43.66,49.06,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,44,45,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,43.66,49.06,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,44,45,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,43.66,49.00,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,44,45,53,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,45.07,48.90,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,44,45,53,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,45.07,48.90,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,44,45,53,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,45.07,48.84,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,44,45,53,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,45.07,48.84,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,45,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,43.66,48.58,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,43.66,48.58,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,45,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,43.66,48.52,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,43.66,48.52,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,45,53,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,43.66,48.07,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,45,53,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,43.66,48.07,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,45,53,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,43.66,48.01,50.70
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,44,45,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,42.25,47.75,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,44,45,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",73.24,42.25,47.75,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,44,45,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,42.25,47.69,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,44,45,53,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,43.66,47.63,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,42.25,47.31,50.70
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,42.25,47.25,50.70
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,44,45,53,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,42.25,46.32,50.70
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,44,45,53,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,42.25,46.26,50.70
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,40.85,46.00,50.70
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",73.24,40.85,45.94,49.30
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,45,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",71.83,46.48,51.06,54.93
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,45,53,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",71.83,46.48,50.55,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,44,45,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",71.83,45.07,50.23,54.93
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,44,45,53,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",71.83,46.48,50.07,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,45,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",71.83,45.07,49.75,54.93
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,51,50,67,49,47,39,48,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,45,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",71.83,45.07,49.69,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,45,53,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",71.83,45.07,49.24,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,44,45,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",71.83,43.66,48.92,54.93
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,44,45,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",71.83,43.66,48.86,53.52
