From,To,Distance,MSA support,Normalized MSA support,High MSA support,Found-optimal edge
74,75,19.000000,3.000000,0.021429,false,true
75,11,17.000000,140.000000,1.000000,true,true
76,74,16.000000,2.000000,0.014286,false,true
77,72,25.000000,0.000000,0.000000,false,true
78,82,8.000000,130.000000,0.928571,false,true
79,80,7.000000,132.000000,0.942857,false,true
80,81,9.000000,133.000000,0.950000,false,true
81,0,13.000000,0.000000,0.000000,false,true
82,79,11.000000,131.000000,0.935714,false,true
83,84,12.000000,8.000000,0.057143,false,true
84,71,19.000000,140.000000,1.000000,true,true
85,86,7.000000,140.000000,1.000000,true,true
86,85,7.000000,1.000000,0.007143,false,false
87,70,14.000000,129.000000,0.921429,false,true
88,89,18.000000,0.000000,0.000000,false,true
89,90,7.000000,140.000000,1.000000,true,true
90,91,18.000000,0.000000,0.000000,false,true
91,94,17.000000,132.000000,0.942857,false,false
92,93,12.000000,10.000000,0.071429,false,true
93,108,18.000000,30.000000,0.214286,false,true
94,92,18.000000,9.000000,0.064286,false,false
95,96,13.000000,0.000000,0.000000,false,false
96,97,10.000000,137.000000,0.978571,false,true
97,99,14.000000,140.000000,1.000000,true,true
98,95,17.000000,140.000000,1.000000,true,true
99,98,18.000000,140.000000,1.000000,true,true
100,102,14.000000,140.000000,1.000000,true,true
101,100,16.000000,3.000000,0.021429,false,true
102,103,12.000000,140.000000,1.000000,true,true
103,104,24.000000,0.000000,0.000000,false,true
104,114,11.000000,140.000000,1.000000,true,true
105,110,91.000000,0.000000,0.000000,false,false
106,105,8.000000,140.000000,1.000000,true,true
107,106,13.000000,140.000000,1.000000,true,true
108,83,15.000000,0.000000,0.000000,false,true
109,107,12.000000,140.000000,1.000000,true,true
110,109,20.000000,137.000000,0.978571,false,true
111,112,18.000000,140.000000,1.000000,true,true
112,132,7.000000,115.000000,0.821429,false,true
113,115,19.000000,140.000000,1.000000,true,true
114,113,25.000000,0.000000,0.000000,false,true
115,116,13.000000,140.000000,1.000000,true,true
116,117,11.000000,134.000000,0.957143,false,true
117,118,8.000000,140.000000,1.000000,true,true
118,119,18.000000,140.000000,1.000000,true,true
119,120,10.000000,139.000000,0.992857,false,true
120,121,7.000000,140.000000,1.000000,true,true
121,122,16.000000,140.000000,1.000000,true,true
122,123,17.000000,140.000000,1.000000,true,true
123,101,22.000000,2.000000,0.014286,false,true
124,129,41.000000,13.000000,0.092857,false,true
125,124,15.000000,128.000000,0.914286,false,true
126,125,11.000000,140.000000,1.000000,true,true
127,126,7.000000,140.000000,1.000000,true,true
128,130,15.000000,140.000000,1.000000,true,true
129,128,9.000000,140.000000,1.000000,true,true
130,135,15.000000,139.000000,0.992857,false,true
131,127,35.000000,0.000000,0.000000,false,false
132,111,17.000000,27.000000,0.192857,false,false
133,134,10.000000,140.000000,1.000000,true,true
134,131,22.000000,0.000000,0.000000,false,true
135,138,12.000000,140.000000,1.000000,true,false
136,137,10.000000,140.000000,1.000000,true,true
137,136,10.000000,1.000000,0.007143,false,false
138,139,14.000000,140.000000,1.000000,true,true
139,140,9.000000,140.000000,1.000000,true,true
140,6,47.000000,2.000000,0.014286,false,true
