Tour,Commonality with CMSA,Min commonality with MSA,Avg commonality with MSA,Max commonality with MSA
"[0,11,2,13,9,1,10,12,6,15,5,14,3,4,16,8,7]",52.94,23.53,29.76,41.18
"[0,11,13,2,1,10,9,12,6,15,5,14,3,4,16,7,8]",52.94,23.53,29.41,41.18
"[0,11,2,13,10,12,1,9,6,14,15,5,3,4,16,8,7]",52.94,17.65,29.41,41.18
"[0,8,7,16,3,4,14,5,15,6,9,1,12,10,2,13,11]",52.94,23.53,29.07,35.29
"[0,6,14,5,15,3,4,16,7,8,10,1,12,9,2,13,11]",52.94,23.53,29.07,35.29
"[0,2,13,9,1,12,10,6,5,14,15,3,4,16,7,8,11]",52.94,23.53,29.07,35.29
"[0,11,8,7,16,4,3,14,5,15,6,9,1,12,10,2,13]",52.94,23.53,29.07,35.29
"[0,11,6,5,15,14,4,3,16,7,8,9,12,1,10,2,13]",52.94,23.53,29.07,35.29
"[0,11,6,5,15,14,4,3,16,7,8,10,9,1,12,2,13]",52.94,23.53,29.07,35.29
"[0,11,6,5,14,15,3,4,16,7,8,9,12,1,10,13,2]",52.94,23.53,29.07,35.29
"[0,11,6,5,14,15,3,4,16,7,8,9,1,12,10,13,2]",52.94,23.53,29.07,35.29
"[0,11,6,15,5,14,3,4,16,7,8,12,1,10,9,13,2]",52.94,23.53,29.07,35.29
"[0,11,16,7,8,3,4,14,15,5,6,9,1,12,10,13,2]",52.94,23.53,29.07,35.29
"[0,11,13,2,9,12,1,10,6,14,5,15,3,4,16,7,8]",52.94,23.53,29.07,35.29
"[0,11,8,7,16,3,4,14,15,5,6,10,12,1,9,13,2]",52.94,23.53,29.07,35.29
"[0,11,2,13,12,1,9,10,16,7,8,4,3,6,15,5,14]",52.94,23.53,29.07,35.29
"[0,11,15,5,6,14,3,4,8,7,16,12,1,9,10,13,2]",52.94,23.53,29.07,35.29
"[0,11,14,5,6,15,4,3,8,7,16,10,1,9,12,2,13]",52.94,23.53,29.07,35.29
"[0,11,13,2,12,1,9,10,8,7,16,3,4,14,6,5,15]",52.94,23.53,29.07,35.29
"[0,11,13,2,10,12,1,9,16,7,8,3,4,14,5,6,15]",52.94,23.53,29.07,35.29
"[0,6,14,15,5,3,4,8,7,16,9,10,1,12,2,13,11]",52.94,17.65,28.72,35.29
"[0,14,15,6,5,3,4,8,7,16,9,10,1,12,2,13,11]",52.94,17.65,28.72,35.29
"[0,11,8,7,16,4,3,6,5,15,14,10,9,12,1,2,13]",52.94,17.65,28.72,35.29
"[0,11,6,5,14,15,4,3,8,7,16,10,9,12,1,2,13]",52.94,17.65,28.72,35.29
"[0,11,15,6,14,5,3,4,16,7,8,9,1,12,10,13,2]",52.94,17.65,28.72,35.29
"[0,11,15,5,6,14,4,3,16,7,8,9,10,12,1,2,13]",52.94,17.65,28.72,35.29
"[0,11,14,5,15,6,4,3,8,7,16,10,9,12,1,2,13]",52.94,17.65,28.72,35.29
"[0,11,15,14,6,5,3,4,8,7,16,10,1,9,12,13,2]",52.94,17.65,28.72,35.29
"[0,11,14,6,15,5,3,4,8,7,16,12,10,1,9,13,2]",52.94,17.65,28.72,35.29
"[0,7,8,16,4,3,5,6,15,14,10,9,1,12,2,13,11]",52.94,17.65,28.72,41.18
"[0,7,16,8,4,3,5,14,6,15,9,1,12,10,2,13,11]",52.94,17.65,28.72,41.18
"[0,7,8,16,4,3,6,14,5,15,10,1,9,12,2,13,11]",52.94,17.65,28.37,35.29
"[0,7,8,16,3,4,6,15,5,14,9,1,12,10,13,2,11]",52.94,17.65,28.37,35.29
"[0,15,6,14,5,3,4,8,7,16,9,12,10,1,2,13,11]",52.94,17.65,28.37,35.29
"[0,5,6,15,14,4,3,16,7,8,10,12,1,9,2,13,11]",52.94,17.65,27.34,35.29
"[0,5,15,6,14,4,3,16,7,8,9,1,12,10,2,13,11]",52.94,17.65,27.34,35.29
"[0,5,15,14,6,3,4,16,7,8,12,10,1,9,13,2,11]",52.94,17.65,27.34,35.29
"[0,11,2,13,12,1,10,9,15,6,5,14,4,3,16,8,7]",52.94,17.65,24.57,35.29
"[0,11,13,2,10,9,1,12,15,14,5,6,3,4,8,16,7]",52.94,17.65,24.57,35.29
"[0,11,13,2,1,9,12,10,8,7,16,4,3,5,14,6,15]",52.94,17.65,24.57,35.29
"[0,11,13,2,12,10,1,9,15,14,5,6,3,4,8,16,7]",52.94,17.65,24.57,35.29
"[0,11,13,2,1,12,9,10,14,6,15,5,3,4,16,8,7]",52.94,11.76,24.57,35.29
"[0,11,13,2,1,12,10,9,16,7,8,4,3,5,14,6,15]",52.94,17.65,24.57,35.29
"[0,11,13,2,1,9,12,10,15,6,5,14,4,3,16,7,8]",52.94,17.65,24.22,35.29
"[0,11,13,2,10,12,1,9,14,15,6,5,3,4,16,8,7]",52.94,11.76,24.22,35.29
"[0,13,2,1,12,9,10,6,5,15,14,3,4,16,7,8,11]",52.94,17.65,24.22,35.29
"[0,11,13,2,9,12,1,10,15,6,14,5,3,4,8,16,7]",52.94,11.76,24.22,35.29
"[0,15,6,5,14,4,3,16,7,8,10,1,9,12,2,13,11]",52.94,17.65,23.88,29.41
"[0,14,6,5,15,4,3,16,7,8,9,10,1,12,2,13,11]",52.94,17.65,23.88,29.41
"[0,11,14,6,5,15,4,3,16,7,8,9,10,1,12,13,2]",52.94,17.65,23.88,29.41
"[0,11,13,2,9,1,10,12,8,7,16,4,3,6,5,14,15]",52.94,17.65,23.88,29.41
"[0,11,13,2,12,1,10,9,8,7,16,4,3,14,6,5,15]",52.94,17.65,23.88,29.41
"[0,14,6,5,15,3,4,16,7,8,9,1,12,10,13,2,11]",52.94,17.65,23.88,29.41
"[0,14,5,15,6,4,3,8,7,16,12,1,9,10,2,13,11]",52.94,17.65,23.88,29.41
"[0,14,5,15,6,3,4,8,7,16,9,1,10,12,13,2,11]",52.94,17.65,23.88,29.41
"[0,11,6,14,5,15,4,3,8,7,16,9,10,1,12,13,2]",52.94,17.65,23.88,29.41
"[0,11,13,2,9,1,10,12,15,5,14,6,4,3,8,7,16]",52.94,17.65,23.88,29.41
"[0,13,2,1,9,12,10,15,6,14,5,3,4,16,7,8,11]",52.94,11.76,23.88,35.29
"[0,7,8,16,4,3,5,14,6,15,9,12,1,10,13,2,11]",52.94,11.76,23.53,35.29
"[0,6,14,5,15,4,3,8,7,16,12,9,10,1,2,13,11]",52.94,11.76,23.53,29.41
"[0,7,16,8,4,3,5,14,15,6,10,1,12,9,13,2,11]",52.94,11.76,23.53,35.29
"[0,7,8,16,4,3,6,5,14,15,10,1,9,12,13,2,11]",52.94,11.76,23.18,29.41
"[0,7,8,16,4,3,14,6,5,15,10,1,9,12,13,2,11]",52.94,11.76,23.18,29.41
"[0,5,6,15,14,4,3,16,7,8,12,10,1,9,13,2,11]",52.94,11.76,22.15,29.41
"[0,5,14,15,6,4,3,16,7,8,10,1,12,9,13,2,11]",52.94,11.76,22.15,29.41
"[0,11,13,2,1,9,12,10,14,15,5,6,4,3,8,16,7]",52.94,11.76,19.72,29.41
"[0,11,13,2,9,12,1,10,14,6,5,15,4,3,8,16,7]",52.94,11.76,19.38,29.41
"[0,13,2,1,12,9,10,16,7,8,4,3,5,14,15,6,11]",52.94,11.76,19.38,29.41
"[0,13,2,1,10,12,9,15,5,14,6,4,3,16,7,8,11]",52.94,11.76,19.03,29.41
"[0,11,5,6,14,15,3,4,8,7,16,10,1,9,12,2,13]",47.06,29.41,33.91,41.18
"[0,11,2,13,12,1,10,9,5,15,14,6,3,4,8,7,16]",47.06,29.41,33.91,41.18
"[0,11,2,13,10,1,12,9,8,7,16,3,4,5,6,14,15]",47.06,29.41,33.91,41.18
"[0,11,6,5,15,14,3,4,16,7,8,1,10,9,12,2,13]",47.06,29.41,33.91,41.18
"[0,11,2,13,9,1,10,12,15,6,5,14,3,4,7,16,8]",47.06,29.41,33.91,41.18
"[0,11,16,7,8,3,4,5,15,14,6,10,1,9,12,2,13]",47.06,29.41,33.91,41.18
"[0,11,15,6,5,14,3,4,7,16,8,9,10,1,12,2,13]",47.06,29.41,33.91,41.18
"[0,11,6,15,14,5,3,4,7,8,16,9,10,1,12,2,13]",47.06,23.53,33.56,41.18
"[0,11,5,15,6,14,3,4,8,7,16,12,9,10,1,2,13]",47.06,23.53,33.56,41.18
"[0,11,14,6,5,15,3,4,7,16,8,10,12,9,1,2,13]",47.06,23.53,33.56,41.18
"[0,7,8,16,3,4,5,6,14,15,9,1,10,12,2,13,11]",47.06,23.53,33.22,41.18
"[0,7,8,16,3,4,5,15,14,6,12,10,1,9,2,13,11]",47.06,23.53,33.22,41.18
"[0,11,15,6,14,5,3,4,7,16,8,12,10,9,1,2,13]",47.06,23.53,33.22,41.18
"[0,7,16,8,3,4,5,14,15,6,9,10,12,1,2,13,11]",47.06,23.53,32.87,41.18
"[0,5,15,6,14,3,4,7,8,16,10,12,9,1,2,13,11]",47.06,23.53,31.83,41.18
"[0,5,14,6,15,3,4,7,8,16,10,12,9,1,2,13,11]",47.06,23.53,31.83,41.18
"[0,5,14,15,6,3,4,7,8,16,10,12,9,1,2,13,11]",47.06,23.53,31.83,41.18
"[0,11,2,13,1,12,10,9,16,7,8,4,3,5,6,14,15]",47.06,23.53,29.07,41.18
"[0,11,8,7,16,3,4,5,14,15,6,9,10,1,12,13,2]",47.06,23.53,28.72,35.29
"[0,11,8,16,7,3,4,6,5,14,15,12,9,1,10,2,13]",47.06,23.53,28.72,35.29
"[0,11,6,5,15,14,3,4,7,16,8,12,1,10,9,13,2]",47.06,23.53,28.72,35.29
"[0,11,6,15,5,14,3,4,8,16,7,9,10,1,12,2,13]",47.06,23.53,28.72,35.29
"[0,11,6,14,5,15,3,4,8,16,7,10,1,12,9,2,13]",47.06,23.53,28.72,35.29
"[0,11,5,6,15,14,4,3,16,7,8,10,1,12,9,2,13]",47.06,23.53,28.72,35.29
"[0,11,5,6,14,15,4,3,8,7,16,12,1,10,9,2,13]",47.06,23.53,28.72,35.29
"[0,11,5,14,6,15,3,4,8,7,16,9,12,1,10,13,2]",47.06,23.53,28.72,35.29
"[0,11,5,14,15,6,3,4,8,7,16,12,1,10,9,13,2]",47.06,23.53,28.72,35.29
"[0,11,2,13,9,1,12,10,15,14,5,6,4,3,7,16,8]",47.06,23.53,28.72,35.29
"[0,11,2,13,12,10,9,1,15,5,14,6,3,4,16,7,8]",47.06,23.53,28.72,35.29
"[0,11,2,13,12,10,9,1,14,5,15,6,3,4,16,7,8]",47.06,23.53,28.72,35.29
"[0,11,15,5,6,14,3,4,7,16,8,9,10,1,12,13,2]",47.06,23.53,28.72,35.29
"[0,11,14,6,5,15,3,4,7,8,16,9,12,1,10,13,2]",47.06,23.53,28.72,35.29
"[0,11,14,5,15,6,4,3,7,8,16,12,1,10,9,2,13]",47.06,23.53,28.72,35.29
"[0,11,14,5,15,6,3,4,8,16,7,12,1,10,9,2,13]",47.06,23.53,28.72,35.29
"[0,11,14,5,15,6,3,4,16,8,7,12,1,10,9,2,13]",47.06,23.53,28.72,35.29
"[0,14,5,6,15,3,4,7,8,16,12,1,9,10,2,13,11]",47.06,23.53,28.72,35.29
"[0,11,6,5,14,15,4,3,8,7,16,1,10,12,9,2,13]",47.06,23.53,28.72,35.29
"[0,11,6,5,14,15,3,4,16,7,8,1,9,10,12,13,2]",47.06,23.53,28.72,35.29
"[0,11,5,6,15,14,4,3,8,7,16,12,10,1,9,2,13]",47.06,23.53,28.72,35.29
"[0,11,5,15,6,14,4,3,8,7,16,12,10,1,9,2,13]",47.06,23.53,28.72,35.29
"[0,11,5,14,15,6,4,3,8,7,16,10,1,9,12,2,13]",47.06,23.53,28.72,35.29
"[0,11,13,2,10,1,9,12,7,8,16,3,4,15,5,6,14]",47.06,23.53,28.72,35.29
"[0,11,6,15,5,14,3,4,8,7,16,1,10,9,12,13,2]",47.06,23.53,28.72,35.29
"[0,11,5,6,15,14,3,4,8,7,16,12,9,1,10,13,2]",47.06,23.53,28.72,35.29
"[0,11,15,6,5,14,3,4,7,16,8,12,9,1,10,13,2]",47.06,23.53,28.72,35.29
"[0,11,15,5,6,14,3,4,16,8,7,12,9,1,10,2,13]",47.06,23.53,28.72,35.29
"[0,15,5,6,14,3,4,7,16,8,12,10,9,1,2,13,11]",47.06,17.65,28.37,35.29
"[0,14,6,15,5,3,4,8,7,16,1,10,12,9,2,13,11]",47.06,17.65,28.37,35.29
"[0,14,5,15,6,3,4,7,8,16,12,9,10,1,2,13,11]",47.06,17.65,28.37,35.29
"[0,11,7,8,16,4,3,6,5,14,15,12,9,10,1,2,13]",47.06,17.65,28.37,35.29
"[0,11,7,8,16,4,3,14,5,6,15,10,12,9,1,2,13]",47.06,17.65,28.37,35.29
"[0,11,6,5,14,15,3,4,16,8,7,9,10,12,1,2,13]",47.06,17.65,28.37,35.29
"[0,11,5,15,6,14,4,3,16,7,8,9,12,10,1,2,13]",47.06,17.65,28.37,35.29
"[0,11,15,6,14,5,3,4,7,8,16,9,1,12,10,13,2]",47.06,17.65,28.37,35.29
"[0,11,15,6,14,5,3,4,7,16,8,10,1,12,9,13,2]",47.06,17.65,28.37,35.29
"[0,11,15,5,6,14,4,3,7,8,16,9,12,10,1,2,13]",47.06,17.65,28.37,35.29
"[0,11,15,5,6,14,4,3,7,8,16,9,10,12,1,2,13]",47.06,17.65,28.37,35.29
"[0,11,15,14,6,5,3,4,7,16,8,12,1,10,9,13,2]",47.06,17.65,28.37,35.29
"[0,11,14,6,15,5,3,4,8,16,7,10,1,12,9,2,13]",47.06,17.65,28.37,35.29
"[0,11,14,5,6,15,4,3,7,8,16,10,12,9,1,2,13]",47.06,17.65,28.37,35.29
"[0,11,13,2,9,1,12,10,15,14,6,5,3,4,7,8,16]",47.06,17.65,28.37,35.29
"[0,11,15,6,14,5,3,4,16,7,8,1,9,12,10,13,2]",47.06,17.65,28.37,35.29
"[0,11,13,2,12,10,1,9,6,15,14,5,3,4,7,8,16]",47.06,17.65,28.37,35.29
"[0,2,13,9,1,12,10,6,15,14,5,3,4,7,8,16,11]",47.06,17.65,28.37,35.29
"[0,11,14,6,15,5,3,4,16,8,7,10,9,1,12,2,13]",47.06,17.65,28.37,35.29
"[0,15,14,6,5,3,4,16,7,8,1,9,10,12,2,13,11]",47.06,17.65,28.37,35.29
"[0,11,6,15,14,5,3,4,16,8,7,12,1,9,10,2,13]",47.06,17.65,28.37,35.29
"[0,7,8,16,3,4,15,6,14,5,12,1,10,9,2,13,11]",47.06,17.65,28.03,35.29
"[0,7,16,8,3,4,5,15,6,14,10,1,12,9,13,2,11]",47.06,17.65,28.03,35.29
"[0,7,16,8,3,4,14,6,5,15,1,10,12,9,13,2,11]",47.06,17.65,28.03,35.29
"[0,14,15,6,5,3,4,7,8,16,9,12,10,1,2,13,11]",47.06,17.65,28.03,35.29
"[0,5,14,6,15,4,3,7,16,8,10,1,9,12,2,13,11]",47.06,17.65,26.99,35.29
"[0,5,14,6,15,4,3,16,7,8,1,9,12,10,2,13,11]",47.06,17.65,26.99,35.29
"[0,5,14,6,15,3,4,8,16,7,10,1,9,12,2,13,11]",47.06,17.65,26.99,35.29
"[0,5,14,6,15,3,4,8,7,16,1,12,10,9,13,2,11]",47.06,17.65,26.99,35.29
"[0,5,6,14,15,4,3,7,8,16,9,10,12,1,2,13,11]",47.06,17.65,26.64,35.29
"[0,5,6,14,15,4,3,7,8,16,12,9,10,1,2,13,11]",47.06,17.65,26.64,35.29
"[0,11,2,13,1,12,9,10,14,5,15,6,4,3,8,16,7]",47.06,17.65,24.22,35.29
"[0,11,2,13,1,10,9,12,6,15,5,14,4,3,8,16,7]",47.06,17.65,24.22,35.29
"[0,11,2,13,9,10,12,1,14,15,5,6,3,4,8,16,7]",47.06,17.65,24.22,35.29
"[0,11,16,8,7,4,3,5,6,14,15,9,12,1,10,2,13]",47.06,17.65,23.88,35.29
"[0,2,13,12,10,1,9,6,5,15,14,4,3,7,8,16,11]",47.06,17.65,23.53,29.41
"[0,2,13,10,9,12,1,6,5,15,14,3,4,8,7,16,11]",47.06,17.65,23.53,29.41
"[0,11,15,6,5,14,4,3,16,7,8,1,9,10,12,13,2]",47.06,17.65,23.53,29.41
"[0,15,5,6,14,4,3,7,16,8,12,1,9,10,2,13,11]",47.06,17.65,23.53,29.41
"[0,14,6,5,15,3,4,7,16,8,9,10,1,12,13,2,11]",47.06,17.65,23.53,29.41
"[0,11,6,5,14,15,4,3,16,7,8,1,12,10,9,13,2]",47.06,17.65,23.53,29.41
"[0,11,15,5,6,14,3,4,16,8,7,12,1,10,9,13,2]",47.06,17.65,23.53,29.41
"[0,11,15,14,6,5,4,3,16,7,8,9,1,12,10,2,13]",47.06,17.65,23.53,29.41
"[0,11,15,14,5,6,4,3,16,8,7,10,1,9,12,2,13]",47.06,17.65,23.53,29.41
"[0,11,15,14,5,6,3,4,16,8,7,9,1,12,10,13,2]",47.06,17.65,23.53,29.41
"[0,11,14,15,6,5,4,3,8,7,16,10,12,1,9,2,13]",47.06,17.65,23.53,29.41
"[0,11,14,15,5,6,4,3,7,16,8,12,1,9,10,13,2]",47.06,17.65,23.53,29.41
"[0,11,13,2,9,12,1,10,14,6,5,15,4,3,7,16,8]",47.06,17.65,23.53,29.41
"[0,11,13,2,9,10,12,1,14,6,5,15,3,4,16,7,8]",47.06,17.65,23.53,29.41
"[0,11,13,2,12,10,1,9,6,14,5,15,4,3,7,16,8]",47.06,17.65,23.53,29.41
"[0,6,14,5,15,3,4,8,7,16,1,9,12,10,13,2,11]",47.06,17.65,23.53,29.41
"[0,2,13,9,1,10,12,15,5,14,6,4,3,7,16,8,11]",47.06,17.65,23.53,29.41
"[0,16,8,7,3,4,6,14,5,15,10,12,1,9,2,13,11]",47.06,17.65,23.53,29.41
"[0,16,7,8,3,4,5,6,15,14,9,1,10,12,13,2,11]",47.06,17.65,23.53,29.41
"[0,11,8,16,7,3,4,6,14,5,15,9,1,10,12,13,2]",47.06,17.65,23.53,29.41
"[0,11,6,15,5,14,3,4,8,16,7,10,9,1,12,13,2]",47.06,17.65,23.53,29.41
"[0,11,14,5,15,6,4,3,7,16,8,12,9,1,10,13,2]",47.06,17.65,23.53,29.41
"[0,11,13,2,9,1,10,12,8,16,7,3,4,15,5,6,14]",47.06,17.65,23.53,29.41
"[0,8,16,7,3,4,6,14,5,15,9,10,1,12,2,13,11]",47.06,17.65,23.53,29.41
"[0,6,15,5,14,3,4,7,16,8,10,1,9,12,13,2,11]",47.06,17.65,23.53,29.41
"[0,15,5,6,14,3,4,16,7,8,1,12,9,10,13,2,11]",47.06,17.65,23.53,29.41
"[0,15,5,14,6,3,4,8,16,7,12,1,10,9,2,13,11]",47.06,17.65,23.53,29.41
"[0,14,5,6,15,3,4,7,8,16,10,1,12,9,13,2,11]",47.06,17.65,23.53,29.41
"[0,11,15,5,14,6,4,3,7,16,8,10,1,12,9,13,2]",47.06,17.65,23.53,29.41
"[0,6,5,15,14,4,3,7,16,8,10,12,9,1,2,13,11]",47.06,11.76,23.18,29.41
"[0,6,5,14,15,4,3,7,16,8,9,10,12,1,2,13,11]",47.06,11.76,23.18,29.41
"[0,11,6,14,5,15,4,3,16,8,7,9,10,12,1,2,13]",47.06,11.76,23.18,29.41
"[0,11,6,14,5,15,4,3,16,8,7,12,9,10,1,2,13]",47.06,11.76,23.18,29.41
"[0,11,15,5,14,6,4,3,16,8,7,9,10,12,1,2,13]",47.06,11.76,23.18,29.41
"[0,11,14,6,5,15,4,3,8,16,7,12,9,10,1,2,13]",47.06,11.76,23.18,29.41
"[0,15,6,14,5,3,4,16,8,7,10,1,9,12,2,13,11]",47.06,11.76,23.18,29.41
"[0,15,5,14,6,3,4,8,16,7,12,10,9,1,2,13,11]",47.06,11.76,23.18,29.41
"[0,14,6,15,5,3,4,16,8,7,10,1,9,12,2,13,11]",47.06,11.76,23.18,29.41
"[0,14,15,5,6,3,4,8,16,7,12,10,9,1,2,13,11]",47.06,11.76,23.18,29.41
"[0,15,5,6,14,3,4,8,16,7,12,9,10,1,2,13,11]",47.06,11.76,23.18,29.41
"[0,7,16,8,3,4,15,14,6,5,12,10,1,9,13,2,11]",47.06,11.76,22.84,29.41
"[0,5,6,14,15,3,4,8,7,16,9,12,10,1,13,2,11]",47.06,11.76,21.80,29.41
"[0,5,15,14,6,4,3,8,7,16,1,10,12,9,13,2,11]",47.06,11.76,21.80,29.41
"[0,5,14,6,15,4,3,16,8,7,12,1,10,9,2,13,11]",47.06,11.76,21.80,29.41
"[0,5,6,15,14,3,4,8,16,7,10,9,1,12,13,2,11]",47.06,11.76,21.80,29.41
"[0,5,6,15,14,4,3,8,16,7,9,12,1,10,2,13,11]",47.06,11.76,21.80,29.41
"[0,11,13,2,1,10,9,12,5,14,15,6,4,3,16,8,7]",47.06,11.76,19.38,29.41
"[0,11,13,2,1,9,12,10,5,6,15,14,4,3,8,16,7]",47.06,11.76,19.38,29.41
"[0,11,13,2,12,9,10,1,14,15,5,6,3,4,16,8,7]",47.06,11.76,19.03,29.41
"[0,11,13,2,12,1,10,9,5,14,6,15,4,3,8,16,7]",47.06,11.76,19.03,29.41
"[0,11,8,16,7,4,3,5,15,14,6,10,9,1,12,13,2]",47.06,11.76,18.69,29.41
"[0,11,13,2,9,10,1,12,16,8,7,4,3,5,15,14,6]",47.06,11.76,18.69,29.41
"[0,13,2,1,9,10,12,14,5,15,6,4,3,7,8,16,11]",47.06,11.76,18.69,29.41
"[0,11,6,15,14,5,4,3,8,7,16,9,10,1,12,13,2]",47.06,11.76,18.34,23.53
"[0,6,15,14,5,4,3,8,7,16,12,10,1,9,2,13,11]",47.06,11.76,18.34,23.53
"[0,2,13,9,12,1,10,14,15,5,6,4,3,8,16,7,11]",47.06,11.76,18.34,23.53
"[0,2,13,12,1,10,9,14,5,6,15,4,3,16,8,7,11]",47.06,11.76,18.34,23.53
"[0,2,13,10,9,12,1,6,5,14,15,4,3,8,7,16,11]",47.06,11.76,18.34,23.53
"[0,16,8,7,3,4,6,15,5,14,9,10,1,12,13,2,11]",47.06,11.76,18.34,23.53
"[0,16,8,7,3,4,15,6,5,14,12,9,1,10,13,2,11]",47.06,11.76,18.34,23.53
"[0,16,7,8,3,4,14,6,15,5,9,12,1,10,13,2,11]",47.06,11.76,18.34,23.53
"[0,16,7,8,3,4,14,6,15,5,10,1,9,12,13,2,11]",47.06,11.76,18.34,23.53
"[0,15,5,14,6,4,3,7,16,8,12,10,1,9,13,2,11]",47.06,11.76,18.34,23.53
"[0,14,6,5,15,4,3,8,16,7,10,1,12,9,2,13,11]",47.06,11.76,18.34,23.53
"[0,14,6,5,15,4,3,7,16,8,12,1,10,9,13,2,11]",47.06,11.76,18.34,23.53
"[0,14,5,15,6,4,3,16,8,7,10,12,1,9,2,13,11]",47.06,11.76,18.34,23.53
"[0,14,5,15,6,3,4,16,8,7,12,1,9,10,13,2,11]",47.06,11.76,18.34,23.53
"[0,11,8,16,7,4,3,15,14,5,6,12,9,1,10,13,2]",47.06,11.76,18.34,23.53
"[0,11,6,5,14,15,4,3,16,8,7,12,10,1,9,13,2]",47.06,11.76,18.34,23.53
"[0,11,16,8,7,4,3,15,5,6,14,10,12,1,9,13,2]",47.06,11.76,18.34,23.53
"[0,11,16,8,7,4,3,15,14,5,6,10,12,1,9,13,2]",47.06,11.76,18.34,23.53
"[0,11,16,8,7,4,3,14,5,6,15,9,12,1,10,13,2]",47.06,11.76,18.34,23.53
"[0,11,15,14,5,6,4,3,8,7,16,12,9,10,1,13,2]",47.06,11.76,18.34,23.53
"[0,11,15,14,5,6,4,3,8,16,7,9,1,12,10,13,2]",47.06,11.76,18.34,23.53
"[0,11,14,15,5,6,4,3,8,16,7,9,1,10,12,13,2]",47.06,11.76,18.34,23.53
"[0,11,13,2,9,10,1,12,14,15,6,5,4,3,16,7,8]",47.06,11.76,18.34,23.53
"[0,11,13,2,12,10,1,9,14,6,15,5,4,3,8,7,16]",47.06,11.76,18.34,23.53
"[0,7,16,8,4,3,5,6,14,15,12,10,9,1,13,2,11]",47.06,5.88,17.99,29.41
"[0,6,15,14,5,3,4,16,8,7,10,1,9,12,13,2,11]",47.06,5.88,17.99,23.53
"[0,14,15,6,5,4,3,16,7,8,9,12,10,1,2,13,11]",47.06,5.88,17.99,23.53
"[0,13,2,12,1,9,10,14,15,6,5,3,4,16,8,7,11]",47.06,5.88,17.99,23.53
"[0,5,15,6,14,4,3,16,8,7,12,1,9,10,13,2,11]",47.06,5.88,16.61,23.53
"[0,11,13,2,9,1,10,12,8,16,7,4,3,6,15,14,5]",47.06,5.88,14.88,23.53
"[0,11,13,2,1,10,12,9,6,14,15,5,4,3,8,16,7]",47.06,5.88,14.19,23.53
"[0,11,13,2,9,10,1,12,14,6,15,5,4,3,8,16,7]",47.06,5.88,13.84,23.53
"[0,11,13,2,12,10,1,9,6,15,14,5,4,3,16,8,7]",47.06,5.88,13.84,23.53
"[0,6,5,15,14,4,3,8,7,16,10,12,9,1,13,2,11]",47.06,5.88,13.15,17.65
"[0,8,7,16,4,3,6,14,5,15,9,12,10,1,13,2,11]",47.06,5.88,13.15,17.65
"[0,8,7,16,4,3,14,5,6,15,9,10,12,1,13,2,11]",47.06,5.88,13.15,17.65
